seed,strategy,cycle,num_spans,max_docs,f1,mentions,entities,non-entities,pronouns,singletons
312,cond-ent,20,10,1,0.5815969997,0.7233854019,,,,
312,cond-ent,21,10,1,0.595733867,0.7319242852,,,,
312,cond-ent,22,10,1,0.5988820984,0.7315515766,,,,
312,cond-ent,23,10,1,0.5895056389,0.7287697225,,,,
312,cond-ent,24,10,1,0.595952534,0.7214388523,,,,
312,cond-ent,25,10,1,0.6160369963,0.7420281127,,,,
312,cond-ent,26,10,1,0.6049664944,0.7213145213,,,,
312,cond-ent,27,10,1,0.5840466918,0.7417668532,,,,
312,cond-ent,28,10,1,0.6141096901,0.7498326674,,,,
312,cond-ent,29,10,1,0.5883979287,0.7108639053,,,,
312,cond-ent,30,10,1,0.5482531472,0.7160297116,,,,
312,joint-ent,1,10,1,0.5935271391,0.6977611529,,,,
312,joint-ent,2,10,1,0.5838870765,0.6818396182,,,,
312,joint-ent,3,10,1,0.6018602829,0.7028189371,,,,
312,joint-ent,4,10,1,0.597545249,0.7139773156,,,,
312,joint-ent,5,10,1,0.5831661568,0.7502760223,,,,
312,joint-ent,6,10,1,0.563475355,0.6881803833,,,,
312,joint-ent,7,10,1,0.584593132,0.7521097276,,,,
312,joint-ent,8,10,1,0.5881790697,0.7497870331,,,,
312,joint-ent,9,10,1,0.5434589618,0.7239500514,,,,
312,joint-ent,10,10,1,0.6317823589,0.7861612226,,,,
312,joint-ent,11,10,1,0.5781980634,0.7586842509,,,,
312,joint-ent,12,10,1,0.5867544311,0.7569101653,,,,
312,joint-ent,13,10,1,0.5759775309,0.7548087651,,,,
312,joint-ent,14,10,1,0.6377948459,0.7826562516,,,,
312,joint-ent,15,10,1,0.5655133855,0.7696615027,,,,
312,joint-ent,16,10,1,0.5830012597,0.7363730641,,,,
312,joint-ent,17,10,1,0.5599230054,0.7627457959,,,,
