,Confidence,Effective Proportion,Average Accuracy,$\Delta$ Accuracy,Test Needed
81,0.95,$\rho=0.50$,90.0,1.0599999999999998,2298
82,0.95,$\rho=0.50$,50.0,5.4,257
83,0.95,$\rho=0.50$,75.0,2.7,742
84,0.95,$\rho=0.50$,90.0,1.0799999999999996,2127
85,0.95,$\rho=0.50$,50.0,5.5,245
86,0.95,$\rho=0.50$,75.0,2.75,724
87,0.95,$\rho=0.50$,90.0,1.0999999999999999,2115
88,0.95,$\rho=0.50$,50.0,5.6000000000000005,245
89,0.95,$\rho=0.50$,75.0,2.8000000000000003,694
90,0.95,$\rho=0.50$,90.0,1.1199999999999999,1986
91,0.95,$\rho=0.50$,50.0,5.7,233
92,0.95,$\rho=0.50$,75.0,2.85,622
93,0.95,$\rho=0.50$,90.0,1.1399999999999997,2026
94,0.95,$\rho=0.50$,50.0,5.800000000000001,221
95,0.95,$\rho=0.50$,75.0,2.9000000000000004,643
96,0.95,$\rho=0.50$,90.0,1.1599999999999997,1889
97,0.95,$\rho=0.50$,50.0,5.9,215
98,0.95,$\rho=0.50$,75.0,2.95,601
99,0.95,$\rho=0.50$,90.0,1.1799999999999997,1837
100,0.95,$\rho=0.50$,50.0,6.0,208
101,0.95,$\rho=0.50$,75.0,3.0,614
102,0.95,$\rho=0.50$,90.0,1.1999999999999997,1756
103,0.95,$\rho=0.50$,50.0,6.1,198
104,0.95,$\rho=0.50$,75.0,3.05,570
105,0.95,$\rho=0.50$,90.0,1.2199999999999998,1760
106,0.95,$\rho=0.50$,50.0,6.2,187
107,0.95,$\rho=0.50$,75.0,3.1,565
108,0.95,$\rho=0.50$,90.0,1.2399999999999998,1663
109,0.95,$\rho=0.50$,50.0,6.3,183
110,0.95,$\rho=0.50$,75.0,3.15,536
111,0.95,$\rho=0.50$,90.0,1.2599999999999996,1594
112,0.95,$\rho=0.50$,50.0,6.4,178
113,0.95,$\rho=0.50$,75.0,3.2,516
114,0.95,$\rho=0.50$,90.0,1.2799999999999998,1551
115,0.95,$\rho=0.50$,50.0,6.5,181
116,0.95,$\rho=0.50$,75.0,3.25,514
117,0.95,$\rho=0.50$,90.0,1.2999999999999998,1564
118,0.95,$\rho=0.50$,50.0,6.6000000000000005,158
119,0.95,$\rho=0.50$,75.0,3.3000000000000003,472
120,0.95,$\rho=0.50$,90.0,1.3199999999999996,1451
121,0.95,$\rho=0.50$,50.0,6.7,165
122,0.95,$\rho=0.50$,75.0,3.35,463
123,0.95,$\rho=0.50$,90.0,1.3399999999999996,1384
124,0.95,$\rho=0.50$,50.0,6.800000000000001,159
125,0.95,$\rho=0.50$,75.0,3.4000000000000004,466
126,0.95,$\rho=0.50$,90.0,1.3599999999999997,1387
127,0.95,$\rho=0.50$,50.0,6.9,155
128,0.95,$\rho=0.50$,75.0,3.45,454
129,0.95,$\rho=0.50$,90.0,1.3799999999999997,1293
130,0.95,$\rho=0.50$,50.0,7.000000000000001,145
131,0.95,$\rho=0.50$,75.0,3.5000000000000004,438
132,0.95,$\rho=0.50$,90.0,1.3999999999999997,1319
133,0.95,$\rho=0.50$,50.0,7.1000000000000005,149
134,0.95,$\rho=0.50$,75.0,3.5500000000000003,428
135,0.95,$\rho=0.50$,90.0,1.4199999999999997,1232
136,0.95,$\rho=0.50$,50.0,7.200000000000001,143
137,0.95,$\rho=0.50$,75.0,3.6000000000000005,415
138,0.95,$\rho=0.50$,90.0,1.4399999999999995,1230
139,0.95,$\rho=0.50$,50.0,7.3,141
140,0.95,$\rho=0.50$,75.0,3.65,400
141,0.95,$\rho=0.50$,90.0,1.4599999999999997,1190
142,0.95,$\rho=0.50$,50.0,7.3999999999999995,135
143,0.95,$\rho=0.50$,75.0,3.6999999999999997,416
144,0.95,$\rho=0.50$,90.0,1.4799999999999998,1188
145,0.95,$\rho=0.50$,50.0,7.5,125
146,0.95,$\rho=0.50$,75.0,3.75,387
147,0.95,$\rho=0.50$,90.0,1.4999999999999996,1151
148,0.95,$\rho=0.50$,50.0,7.6,122
149,0.95,$\rho=0.50$,75.0,3.8,379
150,0.95,$\rho=0.50$,90.0,1.5199999999999996,1124
151,0.95,$\rho=0.50$,50.0,7.7,126
152,0.95,$\rho=0.50$,75.0,3.85,357
153,0.95,$\rho=0.50$,90.0,1.5399999999999996,1080
154,0.95,$\rho=0.50$,50.0,7.8,123
155,0.95,$\rho=0.50$,75.0,3.9,361
156,0.95,$\rho=0.50$,90.0,1.5599999999999996,1050
157,0.95,$\rho=0.50$,50.0,7.9,118
158,0.95,$\rho=0.50$,75.0,3.95,346
159,0.95,$\rho=0.50$,90.0,1.5799999999999998,1023
160,0.95,$\rho=0.50$,50.0,8.0,118
161,0.95,$\rho=0.50$,75.0,4.0,347
162,0.95,$\rho=0.50$,90.0,1.5999999999999996,998
163,0.95,$\rho=0.50$,50.0,8.1,114
164,0.95,$\rho=0.50$,75.0,4.05,328
165,0.95,$\rho=0.50$,90.0,1.6199999999999997,973
166,0.95,$\rho=0.50$,50.0,8.200000000000001,114
167,0.95,$\rho=0.50$,75.0,4.1000000000000005,330
168,0.95,$\rho=0.50$,90.0,1.6399999999999997,928
169,0.95,$\rho=0.50$,50.0,8.3,107
170,0.95,$\rho=0.50$,75.0,4.15,318
171,0.95,$\rho=0.50$,90.0,1.6599999999999997,934
172,0.95,$\rho=0.50$,50.0,8.4,103
173,0.95,$\rho=0.50$,75.0,4.2,306
174,0.95,$\rho=0.50$,90.0,1.6799999999999995,900
175,0.95,$\rho=0.50$,50.0,8.5,103
176,0.95,$\rho=0.50$,75.0,4.25,294
177,0.95,$\rho=0.50$,90.0,1.6999999999999997,859
178,0.95,$\rho=0.50$,50.0,8.600000000000001,102
179,0.95,$\rho=0.50$,75.0,4.300000000000001,298
180,0.95,$\rho=0.50$,90.0,1.7199999999999998,876
181,0.95,$\rho=0.50$,50.0,8.700000000000001,98
182,0.95,$\rho=0.50$,75.0,4.3500000000000005,284
183,0.95,$\rho=0.50$,90.0,1.7399999999999995,857
184,0.95,$\rho=0.50$,50.0,8.799999999999999,91
185,0.95,$\rho=0.50$,75.0,4.3999999999999995,280
186,0.95,$\rho=0.50$,90.0,1.7599999999999998,844
187,0.95,$\rho=0.50$,50.0,8.9,99
188,0.95,$\rho=0.50$,75.0,4.45,275
189,0.95,$\rho=0.50$,90.0,1.7799999999999996,778
190,0.95,$\rho=0.50$,50.0,9.0,91
191,0.95,$\rho=0.50$,75.0,4.5,269
192,0.95,$\rho=0.50$,90.0,1.7999999999999996,805
193,0.95,$\rho=0.50$,50.0,9.1,94
194,0.95,$\rho=0.50$,75.0,4.55,266
195,0.95,$\rho=0.50$,90.0,1.8199999999999998,789
196,0.95,$\rho=0.50$,50.0,9.2,92
197,0.95,$\rho=0.50$,75.0,4.6,255
198,0.95,$\rho=0.50$,90.0,1.8399999999999996,751
199,0.95,$\rho=0.50$,50.0,9.3,82
200,0.95,$\rho=0.50$,75.0,4.65,243
201,0.95,$\rho=0.50$,90.0,1.8599999999999994,720
202,0.95,$\rho=0.50$,50.0,9.4,86
203,0.95,$\rho=0.50$,75.0,4.7,249
204,0.95,$\rho=0.50$,90.0,1.8799999999999997,743
205,0.95,$\rho=0.50$,50.0,9.5,86
206,0.95,$\rho=0.50$,75.0,4.75,252
207,0.95,$\rho=0.50$,90.0,1.8999999999999997,743
208,0.95,$\rho=0.50$,50.0,9.6,79
209,0.95,$\rho=0.50$,75.0,4.8,242
210,0.95,$\rho=0.50$,90.0,1.9199999999999995,703
211,0.95,$\rho=0.50$,50.0,9.700000000000001,79
212,0.95,$\rho=0.50$,75.0,4.8500000000000005,232
213,0.95,$\rho=0.50$,90.0,1.9399999999999997,693
214,0.95,$\rho=0.50$,50.0,9.8,80
215,0.95,$\rho=0.50$,75.0,4.9,245
216,0.95,$\rho=0.50$,90.0,1.9599999999999995,659
217,0.95,$\rho=0.50$,50.0,9.9,75
218,0.95,$\rho=0.50$,75.0,4.95,224
219,0.95,$\rho=0.50$,90.0,1.9799999999999995,672
220,0.95,$\rho=0.50$,50.0,10.0,77
221,0.95,$\rho=0.50$,75.0,5.0,217
222,0.95,$\rho=0.50$,90.0,1.9999999999999998,661
223,0.95,$\rho=0.50$,50.0,10.100000000000001,74
224,0.95,$\rho=0.50$,75.0,5.050000000000001,215
225,0.95,$\rho=0.50$,90.0,2.0199999999999996,636
226,0.95,$\rho=0.50$,50.0,10.200000000000001,75
227,0.95,$\rho=0.50$,75.0,5.1000000000000005,215
228,0.95,$\rho=0.50$,90.0,2.0399999999999996,617
229,0.95,$\rho=0.50$,50.0,10.3,74
230,0.95,$\rho=0.50$,75.0,5.15,210
231,0.95,$\rho=0.50$,90.0,2.0599999999999996,606
232,0.95,$\rho=0.50$,50.0,10.4,71
233,0.95,$\rho=0.50$,75.0,5.2,206
234,0.95,$\rho=0.50$,90.0,2.0799999999999996,596
235,0.95,$\rho=0.50$,50.0,10.5,66
236,0.95,$\rho=0.50$,75.0,5.25,200
237,0.95,$\rho=0.50$,90.0,2.0999999999999996,590
238,0.95,$\rho=0.50$,50.0,10.6,67
239,0.95,$\rho=0.50$,75.0,5.3,199
240,0.95,$\rho=0.50$,90.0,2.1199999999999997,599
241,0.95,$\rho=0.50$,50.0,10.7,67
242,0.95,$\rho=0.50$,75.0,5.35,197
243,0.95,$\rho=0.50$,90.0,2.1399999999999997,555
244,0.95,$\rho=0.50$,50.0,10.8,65
245,0.95,$\rho=0.50$,75.0,5.4,192
246,0.95,$\rho=0.50$,90.0,2.1599999999999993,537
247,0.95,$\rho=0.50$,50.0,10.9,66
248,0.95,$\rho=0.50$,75.0,5.45,186
249,0.95,$\rho=0.50$,90.0,2.1799999999999997,552
250,0.95,$\rho=0.50$,50.0,11.0,61
251,0.95,$\rho=0.50$,75.0,5.5,182
252,0.95,$\rho=0.50$,90.0,2.1999999999999997,520
253,0.95,$\rho=0.50$,50.0,11.1,62
254,0.95,$\rho=0.50$,75.0,5.55,180
255,0.95,$\rho=0.50$,90.0,2.2199999999999993,537
256,0.95,$\rho=0.50$,50.0,11.200000000000001,62
257,0.95,$\rho=0.50$,75.0,5.6000000000000005,177
258,0.95,$\rho=0.50$,90.0,2.2399999999999998,522
259,0.95,$\rho=0.50$,50.0,11.3,60
260,0.95,$\rho=0.50$,75.0,5.65,171
261,0.95,$\rho=0.50$,90.0,2.2599999999999993,525
262,0.95,$\rho=0.50$,50.0,11.4,59
263,0.95,$\rho=0.50$,75.0,5.7,168
264,0.95,$\rho=0.50$,90.0,2.2799999999999994,510
265,0.95,$\rho=0.50$,50.0,11.5,55
266,0.95,$\rho=0.50$,75.0,5.75,162
267,0.95,$\rho=0.50$,90.0,2.3,498
268,0.95,$\rho=0.50$,50.0,11.600000000000001,59
269,0.95,$\rho=0.50$,75.0,5.800000000000001,167
270,0.95,$\rho=0.50$,90.0,2.3199999999999994,492
271,0.95,$\rho=0.50$,50.0,11.700000000000001,52
272,0.95,$\rho=0.50$,75.0,5.8500000000000005,163
273,0.95,$\rho=0.50$,90.0,2.3399999999999994,475
274,0.95,$\rho=0.50$,50.0,11.8,54
275,0.95,$\rho=0.50$,75.0,5.9,160
276,0.95,$\rho=0.50$,90.0,2.3599999999999994,461
277,0.95,$\rho=0.50$,50.0,11.9,56
278,0.95,$\rho=0.50$,75.0,5.95,147
279,0.95,$\rho=0.50$,90.0,2.3799999999999994,461
280,0.95,$\rho=0.50$,50.0,12.0,54
281,0.95,$\rho=0.50$,75.0,6.0,155
282,0.95,$\rho=0.50$,90.0,2.3999999999999995,439
283,0.95,$\rho=0.50$,50.0,12.1,54
284,0.95,$\rho=0.50$,75.0,6.05,157
285,0.95,$\rho=0.50$,90.0,2.4199999999999995,447
286,0.95,$\rho=0.50$,50.0,12.2,51
287,0.95,$\rho=0.50$,75.0,6.1,147
288,0.95,$\rho=0.50$,90.0,2.4399999999999995,442
289,0.95,$\rho=0.50$,50.0,12.3,51
290,0.95,$\rho=0.50$,75.0,6.15,152
291,0.95,$\rho=0.50$,90.0,2.4599999999999995,434
292,0.95,$\rho=0.50$,50.0,12.4,50
293,0.95,$\rho=0.50$,75.0,6.2,147
294,0.95,$\rho=0.50$,90.0,2.4799999999999995,440
295,0.95,$\rho=0.50$,50.0,12.5,48
296,0.95,$\rho=0.50$,75.0,6.25,139
297,0.95,$\rho=0.50$,90.0,2.4999999999999996,423
298,0.95,$\rho=0.50$,50.0,12.6,50
299,0.95,$\rho=0.50$,75.0,6.3,141
300,0.95,$\rho=0.50$,90.0,2.519999999999999,399
301,0.95,$\rho=0.50$,50.0,12.7,50
302,0.95,$\rho=0.50$,75.0,6.35,140
303,0.95,$\rho=0.50$,90.0,2.5399999999999996,411
304,0.95,$\rho=0.50$,50.0,12.8,47
305,0.95,$\rho=0.50$,75.0,6.4,138
306,0.95,$\rho=0.50$,90.0,2.5599999999999996,410
307,0.95,$\rho=0.50$,50.0,12.9,47
308,0.95,$\rho=0.50$,75.0,6.45,136
309,0.95,$\rho=0.50$,90.0,2.579999999999999,399
310,0.95,$\rho=0.50$,50.0,13.0,47
311,0.95,$\rho=0.50$,75.0,6.5,129
312,0.95,$\rho=0.50$,90.0,2.5999999999999996,396
313,0.95,$\rho=0.50$,50.0,13.100000000000001,47
314,0.95,$\rho=0.50$,75.0,6.550000000000001,132
315,0.95,$\rho=0.50$,90.0,2.619999999999999,366
316,0.95,$\rho=0.50$,50.0,13.200000000000001,44
317,0.95,$\rho=0.50$,75.0,6.6000000000000005,132
318,0.95,$\rho=0.50$,90.0,2.6399999999999992,379
319,0.95,$\rho=0.50$,50.0,13.3,44
320,0.95,$\rho=0.50$,75.0,6.65,125
321,0.95,$\rho=0.50$,90.0,2.6599999999999997,392
322,0.95,$\rho=0.50$,50.0,13.4,43
323,0.95,$\rho=0.50$,75.0,6.7,127
324,0.95,$\rho=0.50$,90.0,2.6799999999999993,366
325,0.95,$\rho=0.50$,50.0,13.5,42
326,0.95,$\rho=0.50$,75.0,6.75,122
327,0.95,$\rho=0.50$,90.0,2.6999999999999993,354
328,0.95,$\rho=0.50$,50.0,13.600000000000001,42
329,0.95,$\rho=0.50$,75.0,6.800000000000001,123
330,0.95,$\rho=0.50$,90.0,2.7199999999999993,342
331,0.95,$\rho=0.50$,50.0,13.700000000000001,42
332,0.95,$\rho=0.50$,75.0,6.8500000000000005,117
333,0.95,$\rho=0.50$,90.0,2.7399999999999993,342
334,0.95,$\rho=0.50$,50.0,13.8,40
335,0.95,$\rho=0.50$,75.0,6.9,117
336,0.95,$\rho=0.50$,90.0,2.7599999999999993,351
337,0.95,$\rho=0.50$,50.0,13.900000000000002,40
338,0.95,$\rho=0.50$,75.0,6.950000000000001,114
339,0.95,$\rho=0.50$,90.0,2.7799999999999994,337
340,0.95,$\rho=0.50$,50.0,14.000000000000002,39
341,0.95,$\rho=0.50$,75.0,7.000000000000001,115
342,0.95,$\rho=0.50$,90.0,2.7999999999999994,343
343,0.95,$\rho=0.50$,50.0,14.100000000000001,38
344,0.95,$\rho=0.50$,75.0,7.050000000000001,110
345,0.95,$\rho=0.50$,90.0,2.8199999999999994,343
346,0.95,$\rho=0.50$,50.0,14.200000000000001,39
347,0.95,$\rho=0.50$,75.0,7.1000000000000005,107
348,0.95,$\rho=0.50$,90.0,2.8399999999999994,335
349,0.95,$\rho=0.50$,50.0,14.3,38
350,0.95,$\rho=0.50$,75.0,7.15,113
351,0.95,$\rho=0.50$,90.0,2.8599999999999994,317
352,0.95,$\rho=0.50$,50.0,14.400000000000002,38
353,0.95,$\rho=0.50$,75.0,7.200000000000001,112
354,0.95,$\rho=0.50$,90.0,2.879999999999999,326
355,0.95,$\rho=0.50$,50.0,14.499999999999998,36
356,0.95,$\rho=0.50$,75.0,7.249999999999999,107
357,0.95,$\rho=0.50$,90.0,2.8999999999999995,318
358,0.95,$\rho=0.50$,50.0,14.6,35
359,0.95,$\rho=0.50$,75.0,7.3,107
360,0.95,$\rho=0.50$,90.0,2.9199999999999995,318
361,0.95,$\rho=0.50$,50.0,14.7,37
362,0.95,$\rho=0.50$,75.0,7.35,104
363,0.95,$\rho=0.50$,90.0,2.939999999999999,309
364,0.95,$\rho=0.50$,50.0,14.799999999999999,35
365,0.95,$\rho=0.50$,75.0,7.3999999999999995,105
366,0.95,$\rho=0.50$,90.0,2.9599999999999995,306
367,0.95,$\rho=0.50$,50.0,14.899999999999999,36
368,0.95,$\rho=0.50$,75.0,7.449999999999999,105
369,0.95,$\rho=0.50$,90.0,2.9799999999999995,306
370,0.95,$\rho=0.50$,50.0,15.0,38
371,0.95,$\rho=0.50$,75.0,7.5,101
372,0.95,$\rho=0.50$,90.0,2.999999999999999,295
373,0.95,$\rho=0.50$,50.0,15.1,35
374,0.95,$\rho=0.50$,75.0,7.55,100
375,0.95,$\rho=0.50$,90.0,3.0199999999999996,296
376,0.95,$\rho=0.50$,50.0,15.2,34
377,0.95,$\rho=0.50$,75.0,7.6,102
378,0.95,$\rho=0.50$,90.0,3.039999999999999,283
379,0.95,$\rho=0.50$,50.0,15.299999999999999,31
380,0.95,$\rho=0.50$,75.0,7.6499999999999995,99
381,0.95,$\rho=0.50$,90.0,3.059999999999999,279
382,0.95,$\rho=0.50$,50.0,15.4,32
383,0.95,$\rho=0.50$,75.0,7.7,99
384,0.95,$\rho=0.50$,90.0,3.079999999999999,278
385,0.95,$\rho=0.50$,50.0,15.5,31
386,0.95,$\rho=0.50$,75.0,7.75,98
387,0.95,$\rho=0.50$,90.0,3.099999999999999,278
388,0.95,$\rho=0.50$,50.0,15.6,31
389,0.95,$\rho=0.50$,75.0,7.8,92
390,0.95,$\rho=0.50$,90.0,3.119999999999999,281
391,0.95,$\rho=0.50$,50.0,15.7,31
392,0.95,$\rho=0.50$,75.0,7.85,91
393,0.95,$\rho=0.50$,90.0,3.1399999999999992,267
394,0.95,$\rho=0.50$,50.0,15.8,31
395,0.95,$\rho=0.50$,75.0,7.9,91
396,0.95,$\rho=0.50$,90.0,3.1599999999999997,268
397,0.95,$\rho=0.50$,50.0,15.9,32
398,0.95,$\rho=0.50$,75.0,7.95,91
399,0.95,$\rho=0.50$,90.0,3.1799999999999997,256
400,0.95,$\rho=0.50$,50.0,16.0,31
401,0.95,$\rho=0.50$,75.0,8.0,87
402,0.95,$\rho=0.50$,90.0,3.1999999999999993,255
403,0.95,$\rho=0.50$,50.0,16.1,31
404,0.95,$\rho=0.50$,75.0,8.05,89
405,0.95,$\rho=0.50$,90.0,3.2199999999999993,263
406,0.95,$\rho=0.50$,50.0,16.2,31
407,0.95,$\rho=0.50$,75.0,8.1,86
408,0.95,$\rho=0.50$,90.0,3.2399999999999993,253
409,0.95,$\rho=0.50$,50.0,16.3,31
410,0.95,$\rho=0.50$,75.0,8.15,85
411,0.95,$\rho=0.50$,90.0,3.259999999999999,255
412,0.95,$\rho=0.50$,50.0,16.400000000000002,30
413,0.95,$\rho=0.50$,75.0,8.200000000000001,86
414,0.95,$\rho=0.50$,90.0,3.2799999999999994,247
415,0.95,$\rho=0.50$,50.0,16.5,30
416,0.95,$\rho=0.50$,75.0,8.25,81
417,0.95,$\rho=0.50$,90.0,3.2999999999999994,238
418,0.95,$\rho=0.50$,50.0,16.6,31
419,0.95,$\rho=0.50$,75.0,8.3,82
420,0.95,$\rho=0.50$,90.0,3.3199999999999994,241
421,0.95,$\rho=0.50$,50.0,16.7,27
422,0.95,$\rho=0.50$,75.0,8.35,86
423,0.95,$\rho=0.50$,90.0,3.3399999999999994,242
424,0.95,$\rho=0.50$,50.0,16.8,27
425,0.95,$\rho=0.50$,75.0,8.4,80
426,0.95,$\rho=0.50$,90.0,3.359999999999999,232
427,0.95,$\rho=0.50$,50.0,16.900000000000002,27
428,0.95,$\rho=0.50$,75.0,8.450000000000001,79
429,0.95,$\rho=0.50$,90.0,3.379999999999999,232
430,0.95,$\rho=0.50$,50.0,17.0,27
431,0.95,$\rho=0.50$,75.0,8.5,80
432,0.95,$\rho=0.50$,90.0,3.3999999999999995,220
433,0.95,$\rho=0.50$,50.0,17.1,26
434,0.95,$\rho=0.50$,75.0,8.55,79
435,0.95,$\rho=0.50$,90.0,3.4199999999999995,233
436,0.95,$\rho=0.50$,50.0,17.200000000000003,27
437,0.95,$\rho=0.50$,75.0,8.600000000000001,79
438,0.95,$\rho=0.50$,90.0,3.4399999999999995,230
439,0.95,$\rho=0.50$,50.0,17.3,27
440,0.95,$\rho=0.50$,75.0,8.65,76
441,0.95,$\rho=0.50$,90.0,3.459999999999999,218
442,0.95,$\rho=0.50$,50.0,17.400000000000002,27
443,0.95,$\rho=0.50$,75.0,8.700000000000001,77
444,0.95,$\rho=0.50$,90.0,3.479999999999999,220
445,0.95,$\rho=0.50$,75.0,8.75,70
446,0.95,$\rho=0.50$,90.0,3.499999999999999,220
447,0.95,$\rho=0.50$,75.0,8.799999999999999,74
448,0.95,$\rho=0.50$,90.0,3.5199999999999996,212
449,0.95,$\rho=0.50$,75.0,8.85,73
450,0.95,$\rho=0.50$,90.0,3.5399999999999996,221
451,0.95,$\rho=0.50$,75.0,8.9,73
452,0.95,$\rho=0.50$,90.0,3.559999999999999,221
453,0.95,$\rho=0.50$,75.0,8.95,71
454,0.95,$\rho=0.50$,90.0,3.579999999999999,209
455,0.95,$\rho=0.50$,75.0,9.0,73
456,0.95,$\rho=0.50$,90.0,3.599999999999999,211
457,0.95,$\rho=0.50$,75.0,9.049999999999999,74
458,0.95,$\rho=0.50$,90.0,3.6199999999999988,196
459,0.95,$\rho=0.50$,75.0,9.1,67
460,0.95,$\rho=0.50$,90.0,3.6399999999999997,210
461,0.95,$\rho=0.50$,75.0,9.15,71
462,0.95,$\rho=0.50$,90.0,3.6599999999999993,202
463,0.95,$\rho=0.50$,75.0,9.2,68
464,0.95,$\rho=0.50$,90.0,3.6799999999999993,192
465,0.95,$\rho=0.50$,75.0,9.25,67
466,0.95,$\rho=0.50$,90.0,3.6999999999999993,194
467,0.95,$\rho=0.50$,75.0,9.3,69
468,0.95,$\rho=0.50$,90.0,3.719999999999999,198
469,0.95,$\rho=0.50$,75.0,9.35,64
470,0.95,$\rho=0.50$,90.0,3.739999999999999,197
471,0.95,$\rho=0.50$,75.0,9.4,65
472,0.95,$\rho=0.50$,90.0,3.7599999999999993,186
473,0.95,$\rho=0.50$,75.0,9.45,63
474,0.95,$\rho=0.50$,90.0,3.7799999999999994,197
475,0.95,$\rho=0.50$,75.0,9.5,63
476,0.95,$\rho=0.50$,90.0,3.7999999999999994,194
477,0.95,$\rho=0.50$,75.0,9.55,63
478,0.95,$\rho=0.50$,90.0,3.819999999999999,180
479,0.95,$\rho=0.50$,75.0,9.6,66
480,0.95,$\rho=0.50$,90.0,3.839999999999999,180
481,0.95,$\rho=0.50$,75.0,9.65,61
482,0.95,$\rho=0.50$,90.0,3.859999999999999,184
483,0.95,$\rho=0.50$,75.0,9.700000000000001,62
484,0.95,$\rho=0.50$,90.0,3.8799999999999994,181
485,0.95,$\rho=0.50$,75.0,9.75,60
486,0.95,$\rho=0.50$,90.0,3.8999999999999995,181
487,0.95,$\rho=0.50$,75.0,9.8,59
